ID;ENLACE PERMANENTE;NOMBRE USUARIO;@;FECHA;RETWEETS;FAVORITO;MENCIONA;HASHTAGS;GEO;TEXTO;
;;;;;;;;;;;
1,19E+18;,https://twitter.com/MinturZonal7/status/1191769838085165058;,MinturZonal7;,None;,2019-11-05 17:30:46+00:00;0,3;0,3;,@TurismoEc @prefecturaLoja @CapturLojaofic1 @CapturLojaofic1;,#Vilcabamba #FIAVL;,;",""b'La Coordinaci\xc3\xb3n 7 de @TurismoEc, @prefecturaLoja, @CapturLojaofic1 y GADP de #Vilcabamba, invitan a los operadores tur\xc3\xadsticos y medios de comunicaci\xc3\xb3n a participar del FAM TRIP y FAM PRESS, \xe2\x80\x9cCamino al #FIAVL 2019\xe2\x80\x9d. Inscripciones: Oficinas de @CapturLojaofic1, Bol\xc3\xadvar y Lourdes.'""";
;;;;;;;;;;;
1,19E+18;,https://twitter.com/festivaloffloja/status/1191769612398080002;,festivaloffloja;,None;,2019-11-05 17:29:52+00:00;0,3;0,4;,;,#Fiavl2019 #FestivalOffLoja #OffLoja2019 #Fiavl #LojaParaElMundo;,;,b'#Fiavl2019 | La cuenta regresiva comienza. A tan s\xc3\xb3lo 10 d\xc3\xadas del #FestivalOffLoja Se parte de esta edici\xc3\xb3n #OffLoja2019 #Fiavl #LojaParaElMundo';
;;;;;;;;;;;
1,19E+18;,https://twitter.com/Christiansbone1/status/1191733177523613697;,Christiansbone1;,None;,2019-11-05 15:05:05+00:00;0;0;,;,#fiavl #LojaJazzFest2018 #trombone #dreams #latinmusic #tromboneplayer #trombonegirl #brass #batucadas;,;,b'Creo que es la primera vez que subo tocando algo sean amables por favor un abrazo los esperamos en el #fiavl #LojaJazzFest2018 #trombone #dreams #latinmusic #tromboneplayer #trombonegirl #brass #batucadas en\xe2\x80\xa6 https://www.instagram.com/p/B394q5mgbxy/?igshid=1jo0fq9uhn9td';
;;;;;;;;;;;
1,19E+18;,https://twitter.com/buenascanas/status/1191557399380930560;,buenascanas;,None;,2019-11-05 03:26:36+00:00;0;0,1;,@festivaloffloja;,#EstosPantalonesNoSonMisPantalones #buenascanas #fiavl2019 #fiavl #loja #ecuador #teatro #festival #offloja2019 #offloja #clownthroughmask #clown #tpanmp #epnsmp;,;,b'\xc2\xa1Cada vez m\xc3\xa1s cerca del @festivaloffloja ! Muy pronto tendremos 3 funciones en Ecuador de #EstosPantalonesNoSonMisPantalones #buenascanas #fiavl2019 #fiavl #loja #ecuador #teatro #festival #offloja2019 #offloja #clownthroughmask #clown #tpanmp #epnsmp';
;;;;;;;;;;;
1,19E+18;,https://twitter.com/d_cholakian/status/1190983543817670657;,d_cholakian;,Nodalcultura;,2019-11-03 13:26:18+00:00;0;0,1;,;,;,;",""b'El 15/11 comienza el FIAVL en Loja, Ecuador, y all\xc3\xad estar\xc3\xa9 para contar sobre las artes esc\xc3\xa9nicas latiniamericanas y ecuatorianas en especial. Y de como el arte se apropia de las calles de esta ciudad, creativa como pocas'""";
;;;;;;;;;;;
1,19E+18;,https://twitter.com/plustv25/status/1190083665658818560;,plustv25;,None;,2019-11-01 01:50:31+00:00;0;0;,@festivaloffloja;,#Fiavl #OffLoja2019 #LojaParaElMundo;,;",""b'Teatro, danza, m\xc3\xbasica. circo, clown, performance, literatura y m\xc3\xa1s, del 15 al 24 de noviembre @festivaloffloja #Fiavl #OffLoja2019 #LojaParaElMundo'""";
;;;;;;;;;;;
1,19E+18;,https://twitter.com/DanCarlThomas1/status/1190060871302746112;,DanCarlThomas1;,None;,2019-11-01 00:19:56+00:00;0,1;0,1;,@InfoNodal;,#TarifazoMacri;,;",""b'Ecuador \xe2\x80\x93 Patricio Vallejo, director del FIAVL: \xc2\xabLo que se est\xc3\xa1 creando en la escena regional es de un valor impresionante\xc2\xbb https://www.nodal.am/2019/10/ecuador-patricio-vallejo-director-del-fiavl-lo-que-se-esta-creando-en-la-escena-regional-es-de-un-valor-impresionante/ v\xc3\xada @InfoNodal #TarifazoMacri'""";
;;;;;;;;;;;
1,19E+18;,https://twitter.com/festivaloffloja/status/1190031749637705728;,festivaloffloja;,None;,2019-10-31 22:24:13+00:00;0,1;0,2;,;,#Fiavl2019 #OffLoja2019 #Fiavl #LojaParaElMundo;,;,b'#Fiavl2019 | Gracias a todos los emprendimientos por participar. Les presentamos a los 18 emprendimientos seleccionados para los Kioscos Off 2019. Los dos sobrantes ser\xc3\xa1n rotativos. #OffLoja2019 #Fiavl #LojaParaElMundo';
;;;;;;;;;;;
1,19E+18;,https://twitter.com/festivaloffloja/status/1189951050587000832;,festivaloffloja;,None;,2019-10-31 17:03:33+00:00;0,2;0,3;,;,#Fiavl2019 #Hape #OffLoja2019 #Fiavl #LojaParaElMundo;,;,b'#Fiavl2019 | Ya a 15 d\xc3\xadas del Festival Off. Desde Chile estar\xc3\xa1 con nosotros #Hape con su espectacular obra. #OffLoja2019 #Fiavl #LojaParaElMundo';
;;;;;;;;;;;
1,19E+18;,https://twitter.com/ximealito/status/1189707740794544129;,ximealito;,None;,2019-10-31 00:56:43+00:00;0,2;0,2;,@MunicipioDeLoja;,#LOJA #FIAVL;,;",""b'#LOJA | del 15 al 24 de noviembre se desarrolla el IV #FIAVL, la edici\xc3\xb3n off dirigida por @MunicipioDeLoja, por primera vez pone a disposici\xc3\xb3n souvenirs de la marca off, fondos que ser\xc3\xa1n destinados para obra social, que dirige el Patronato de Amparo social Municipal'""";
;;;;;;;;;;;
1,19E+18;,https://twitter.com/plustv25/status/1189671725128192000;,plustv25;,None;,2019-10-30 22:33:36+00:00;0,3;0,2;,@festivaloffloja;,#Fiavl #OffLoja2019 #LojaParaElMundo #Loja #Catamayo;,;,b'Se realiz\xc3\xb3 la presentaci\xc3\xb3n oficial de suvenires del Festival Internacional Artes Vivas Loja 2019 @festivaloffloja #Fiavl #OffLoja2019 #LojaParaElMundo. Detalles Plus Noticias Canal 25 #Loja y #Catamayo';
;;;;;;;;;;;
1,19E+18;,https://twitter.com/plustv25/status/1189645487135219713;,plustv25;,None;,2019-10-30 20:49:21+00:00;0,5;0,4;,@festivaloffloja;,#Fiavl #OffLoja2019 #LojaParaElMundo;,;",""b'Teatro, danza, m\xc3\xbasica. circo, clown, performance, literatura y m\xc3\xa1s, del 15 al 24 de noviembre @festivaloffloja #Fiavl #OffLoja2019 #LojaParaElMundo'""";
;;;;;;;;;;;
1,19E+18;,https://twitter.com/FestivalDeLoja/status/1189600443472719873;,FestivalDeLoja;,None;,2019-10-30 17:50:22+00:00;0,1;0,12;,@VallejoPato @Nodalcultura;,#FestivalLojaM;,;",""b'ENTREVISTA | Patricio Vallejo @VallejoPato, director del FIAVL: \xc2\xabLo que se est\xc3\xa1 creando en la escena regional es de un valor impresionante.\xc2\xbb V\xc3\xada @Nodalcultura https://bit.ly/321xQIQ #FestivalLojaM\xc3\xa1sTuyoQueNunca'""";
;;;;;;;;;;;
1,19E+18;,https://twitter.com/festivaloffloja/status/1189588123644317701;,festivaloffloja;,None;,2019-10-30 17:01:24+00:00;0,1;0,1;,;,#Fiavl2019 #OffLoja2019 #Fiavl #LojaParaElMundo;,;,b'#Fiavl2019 | Hoy tuvimos la Rueda de Prensa de la entrega oficial de Souvenirs al Patronato de Amparo Social Municipal. Gracias a todos los medios de comunicaci\xc3\xb3n por asistir. #OffLoja2019 #Fiavl #LojaParaElMundo';
;;;;;;;;;;;
1,19E+18;,https://twitter.com/plustv25/status/1189290204106018818;,plustv25;,None;,2019-10-29 21:17:35+00:00;0,3;0,3;,@festivaloffloja;,#Fiavl #OffLoja2019 #LojaParaElMundo;,;",""b'Teatro, danza, m\xc3\xbasica. Circo, clown, performance, literatura y m\xc3\xa1s, del 15 al 24 de noviembre @festivaloffloja #Fiavl #OffLoja2019 #LojaParaElMundo'""";
;;;;;;;;;;;
1,19E+18;,https://twitter.com/festivaloffloja/status/1189188095947628546;,festivaloffloja;,None;,2019-10-29 14:31:50+00:00;0,4;0,4;,;,#Fiavl #OffLoja2019 #LojaParaElMundo #LojanosIlustres;,;,b'\xc2\xbfSab\xc3\xadas Qu\xc3\xa9? - Matilde Hidalgo Navarro Conoce los datos m\xc3\xa1s relevantes de los Lojanos Ilustres a quienes rendimos homenaje en la IV edici\xc3\xb3n del FIAVL OFF. #Fiavl #OffLoja2019 #LojaParaElMundo #LojanosIlustres';
;;;;;;;;;;;
1,19E+18;,https://twitter.com/marchelomendiet/status/1188987595881091073;,marchelomendiet;,None;,2019-10-29 01:15:07+00:00;0;0;,;,#theater #lojaprovince #lojacity #Ecuador #artist #artlovers #Art #marchelofoto #fiavl;,;,b'La magia del teatro . . . . . #theater #lojaprovince #lojacity #Ecuador #artist #artlovers #Art #marchelofoto #fiavl https://www.instagram.com/p/B4Lu0VfgeDZ/?igshid=7b2ag0fvqm3y';
;;;;;;;;;;;
1,19E+18;,https://twitter.com/festivaloffloja/status/1188899069617463296;,festivaloffloja;,None;,2019-10-28 19:23:21+00:00;0;0,1;,;,#Fiavl2019 #OffLoja2019 #Fiavl #LojaParaElMundo;,;,b'#Fiavl2019 | Este mi\xc3\xa9rcoles tendremos Rueda de Prensa. Cordialmente invitados!!! #OffLoja2019 #Fiavl #LojaParaElMundo';
;;;;;;;;;;;
1,19E+18;,https://twitter.com/festivaloffloja/status/1188847593545240583;,festivaloffloja;,None;,2019-10-28 15:58:48+00:00;0;0,3;,;,#Fiavl2019 #BuenasCanas #EstosPantalonesNoSonMisPantalones #OffLoja2019 #Fiavl #LojaParaElMundo;,;,b'#Fiavl2019 | #BuenasCanas nos visita desde Per\xc3\xba con su obra #EstosPantalonesNoSonMisPantalones #OffLoja2019 #Fiavl #LojaParaElMundo';
;;;;;;;;;;;
1,19E+18;,https://twitter.com/marchelomendiet/status/1188631388519452672;,marchelomendiet;,None;,2019-10-28 01:39:41+00:00;0;0,1;,;,#theater #lojaprovince #Loja #lojacity #marchelofoto #lowlight #Photographer #photography #artlovers #artist #artistic #art #actor;,;,b'Algo de lo que fu\xc3\xa9 la clausura del FIAVL 2017 . . . . . #theater #lojaprovince #Loja #lojacity #marchelofoto #lowlight #Photographer #photography #artlovers #artist #artistic #art #actor https://www.instagram.com/p/B4JM1aRA4Hh/?igshid=1tco6mq5xn7q2';
;;;;;;;;;;;
1,19E+18;,https://twitter.com/MarceHolguinh/status/1188581214405435393;,MarceHolguinh;,FestivalDeLoja;,2019-10-27 22:20:18+00:00;0;0,2;,;,;,;,b'Qu\xc3\xa9 el arte nos salve de la vida. Larga vida al FIAVL';
;;;;;;;;;;;
1,19E+18;,https://twitter.com/marchelomendiet/status/1188259921545981952;,marchelomendiet;,None;,2019-10-27 01:03:36+00:00;0;0;,;,#fiavl #loja #ecuador #Festival #loja #teatro #lojaprovince #lojacity #marchelofoto #lowlight;,;,b'Parte de lo que fu\xc3\xa9 el FIAVL del 2017. Hoy Teatro: Funci\xc3\xb3n: La gallina de Edmundo. Festival: FIAVL 2017 . . . . . . . . . #fiavl #loja #ecuador #Festival #loja #teatro #lojaprovince #lojacity #marchelofoto #lowlight\xe2\x80\xa6 https://www.instagram.com/p/B4Gj6O4g-3S/?igshid=ln829yfrf02g';
;;;;;;;;;;;
1,19E+18;,https://twitter.com/MunicipioDeLoja/status/1188213190540382208;,MunicipioDeLoja;,None;,2019-10-26 21:57:55+00:00;0,6;0,9;,@BailonOficial @festivaloffloja @joseamusic;,#FIAVL #Piura #LojaParaTodos #LojaParaElMundo;,;",""b'Amplia agenda para promocionar el #FIAVL cumpli\xc3\xb3 el alcalde @BailonOficial y el Director del componente OFF, en #Piura- Per\xc3\xba. Bolet\xc3\xadn: https://bit.ly/2MMHYAV Juntos construyamos una #LojaParaTodos #LojaParaElMundo @festivaloffloja @joseamusic'""";
;;;;;;;;;;;
1,19E+18;,https://twitter.com/ConectadosLoja/status/1188047148140650496;,ConectadosLoja;,None;,2019-10-26 10:58:07+00:00;0;0;,;,#Loja #F #Crisbaquerizo #OffLoja2019 #Fiavl #LojaParaElMundo #FestivalLojaMasTuyoQueNunca;,;,b'#Loja | #F\xc3\xa1bricaOff | DANZA. El proceso de aprendizaje en la residencia de COMPOSICI\xc3\x93N COREOGR\xc3\x81FICA Y DANZA CONTEMPOR\xc3\x81NEA dirigida por #Crisbaquerizo va de lo mejor!!! #OffLoja2019 #Fiavl #LojaParaElMundo #FestivalLojaMasTuyoQueNunca';
;;;;;;;;;;;
1,19E+18;,https://twitter.com/ConectadosLoja/status/1187937438724960257;,ConectadosLoja;,None;,2019-10-26 03:42:10+00:00;0,2;0,1;,@FestivalDeLoja;,#Loja #Espa #Colombia #Per #Corea #Uruguay #Suiza #M #Bolivia #Jap #FIAVL;,;",""b'#Loja || Patricio Vallejo director art\xc3\xadstico del @FestivalDeLoja resalt\xc3\xb3 que la IV edici\xc3\xb3n del Festival tendr\xc3\xa1 espect\xc3\xa1culos diversos para todo p\xc3\xbablico. Artistas de #Espa\xc3\xb1a, #Colombia, #Per\xc3\xba, #Corea, #Uruguay, #Suiza, #M\xc3\xa9xico, #Bolivia y #Jap\xc3\xb3n estar\xc3\xa1n presentes en #FIAVL'""";
;;;;;;;;;;;
1,19E+18;,https://twitter.com/LojaTuristica/status/1187919872975687680;,LojaTuristica;,None;,2019-10-26 02:32:22+00:00;0;0;,@festivaloffloja;,#Fiavl2019 #RunaJazz #OffLoja2019 #Fiavl #LojaParaElMundo #Loja #Ecuador;,;,b'#Fiavl2019 | #RunaJazz Es uno de los grupos que ser\xc3\xa1 parte de la programaci\xc3\xb3n del @festivaloffloja #OffLoja2019 #Fiavl #LojaParaElMundo #Loja #Ecuador';
;;;;;;;;;;;
1,19E+18;,https://twitter.com/festivaloffloja/status/1187850114578206720;,festivaloffloja;,None;,2019-10-25 21:55:11+00:00;0;0,1;,;,#Fiavl2019 #RunaJazz #OffLoja2019 #Fiavl #LojaParaElMundo;,;,b'#Fiavl2019 | #RunaJazz Es uno de los grupos que ser\xc3\xa1 parte de nuestra programaci\xc3\xb3n. Esperenlo....!!! #OffLoja2019 #Fiavl #LojaParaElMundo';
;;;;;;;;;;;
1,19E+18;,https://twitter.com/Moises_Alcides/status/1187832753628340224;,Moises_Alcides;,None;,2019-10-25 20:46:11+00:00;0;0;,;,;,;",""b'\xc2\xa1Del reclamo a la acci\xc3\xb3n! Actualmente est\xc3\xa1 en marcha la inscripci\xc3\xb3n para ser veedor del proceso de contrataci\xc3\xb3n y ejecuci\xc3\xb3n del fiavl 2019, se veedor inscr\xc3\xadbete y conoce c\xc3\xb3mo se est\xc3\xa1 realizando y c\xc3\xb3mo se va a desarrollar el proceso en Loja.'""";
;;;;;;;;;;;
1,19E+18;,https://twitter.com/festivaloffloja/status/1187777487524302848;,festivaloffloja;,None;,2019-10-25 17:06:35+00:00;0,1;0,5;,;,#F #Crisbaquerizo #OffLoja2019 #Fiavl #LojaParaElMundo;,;,b'#F\xc3\xa1bricaOff | DANZA. El proceso de aprendizaje en la residencia de COMPOSICI\xc3\x93N COREOGR\xc3\x81FICA Y DANZA CONTEMPOR\xc3\x81NEA dirigida por #Crisbaquerizo va de lo mejor!!! #OffLoja2019 #Fiavl #LojaParaElMundo';
;;;;;;;;;;;
1,19E+18;,https://twitter.com/FestivalDeLoja/status/1187471545913901062;,FestivalDeLoja;,None;,2019-10-24 20:50:53+00:00;0,14;0,17;,@CronicaLoja;,#FestivalLojaM;,;",""b'| Patricio Vallejo: \xe2\x80\x9cFIAVL consolidar\xc3\xa1 a Loja como Capital Cultural\xe2\x80\x9d. V\xc3\xada @CronicaLoja https://bit.ly/2PcP6IB Patricio Vallejo, director art\xc3\xadstico del FIAVL habl\xc3\xb3 sobre los objetivos que se persigue con la consolidaci\xc3\xb3n del festival (...) #FestivalLojaM\xc3\xa1sTuyoQueNunca'""";
;;;;;;;;;;;
1,19E+18;,https://twitter.com/calu/status/1187399700296548355;,calu;,None;,2019-10-24 16:05:24+00:00;0,1;0,1;,;,#FIAVL;,;,b'4to. Festival Internacional de Artes Vivas de Loja #FIAVL 2019 https://www.youtube.com/watch?v=C0ipOWlsEds del 15 al 24 de noviembre';
;;;;;;;;;;;
1,19E+18;,https://twitter.com/RepublicaSur/status/1187398422632058880;,RepublicaSur;,None;,2019-10-24 16:00:19+00:00;0;0;,;,#ComponenteOFF #FIAVL;,;",""b'La programaci\xc3\xb3n del #ComponenteOFF ya est\xc3\xa1 lista y contiene 285 espect\xc3\xa1culos art\xc3\xadsticos, de los cuales m\xc3\xa1s de la mitad son de elencos ecuatorianos. Todo esto en el marco del #FIAVL. Desc\xc3\xa1rgate la programaci\xc3\xb3n en http://bit.ly/31Fhg1l'""";
;;;;;;;;;;;
1,19E+18;,https://twitter.com/lodelmomentoloj/status/1187373849400217601;,lodelmomentoloj;,None;,2019-10-24 14:22:40+00:00;0,6;0,4;,;,#Loja #LDMnoticias #lodelmomentolojaLDM;,;",""b'#Loja | Este ser\xc3\xa1 el circuito cultural del Festival Off Loja, para la cuarta edici\xc3\xb3n del Festival Internacional de Artes Vivas (FIAVL). Aqu\xc3\xad en detalle c\xc3\xb3mo estar\xc3\xa1 distribuido, a esto se debe sumar la programaci\xc3\xb3n en parroquias del cant\xc3\xb3n. #LDMnoticias #lodelmomentolojaLDM'""";
;;;;;;;;;;;
1,19E+18;,https://twitter.com/MunicipioDeLoja/status/1187181938584543232;,MunicipioDeLoja;,None;,2019-10-24 01:40:05+00:00;0,13;0,22;,;,#ComponenteOFF #FIAVL #LojaParaElMundo;,;",""b'M\xc3\xa1s de 152 elencos y 285 espect\xc3\xa1culos entre artes esc\xc3\xa9nicas, m\xc3\xbasica, danza, artes pl\xc3\xa1sticas y audiovisuales, son parte de la programaci\xc3\xb3n del #ComponenteOFF, del #FIAVL- 2019. Bolet\xc3\xadn: https://bit.ly/2PcjS47 Programaci\xc3\xb3n: https://bit.ly/31Fhg1l #LojaParaElMundo'""";
;;;;;;;;;;;
1,19E+18;,https://twitter.com/lodelmomentoloj/status/1187145896875704320;,lodelmomentoloj;,None;,2019-10-23 23:16:52+00:00;0,4;0,3;,;,#Loja #LDMnoticias;,;",""b""""#Loja | Presentaci\xc3\xb3n de la s\xc3\xa1bana de programaci\xc3\xb3n del FIAVL 'OFF' 2019. Desde la Plaza de la Cultura, se realiza la presentaci\xc3\xb3n de la programaci\xc3\xb3n Off del Festival Internacional de Artes Vivas Loja 2019, que se llevar\xc3\xa1 a cabo durante esta 4ta edici\xc3\xb3n. #LDMnoticias""""""";
;;;;;;;;;;;
1,19E+18;,https://twitter.com/ernesto_alvear/status/1186848807729946624;,ernesto_alvear;,None;,2019-10-23 03:36:21+00:00;0,2;0,11;,;,;,;,b'El mayor evento art\xc3\xadstico del Ecuador en Loja. FIAVL 2019. Invitados todos.';
;;;;;;;;;;;
1,19E+18;,https://twitter.com/MunicipioDeLoja/status/1186783281435611136;,MunicipioDeLoja;,None;,2019-10-22 23:15:58+00:00;0;0,2;,;,#Loja #Turismo #FIAVL;,;",""b'Con la finalidad de exponer las potencialidades culturales, patrimoniales y tur\xc3\xadsticas de las 13 parroquias rurales del cant\xc3\xb3n #Loja, a trav\xc3\xa9s de la Unidad Municipal de #Turismo, se realizar\xc3\xa1 una galer\xc3\xada, del 19 al 21 de noviembre, en el marco del #FIAVL.'""";
;;;;;;;;;;;
1,19E+18;,https://twitter.com/festivaloffloja/status/1186774950738386952;,festivaloffloja;,None;,2019-10-22 22:42:52+00:00;0,3;0,5;,@sergiomaggiolo;,#F #OffLoja2019 #Fiavl #LojaParaElMundo;,;,b'#F\xc3\xa1bricaOff | ARTES ESC\xc3\x89NICAS. Seguimos con el proceso de aprendizaje en la residencia de RESIDENCIA VALIENTE junto a @sergiomaggiolo #OffLoja2019 #Fiavl #LojaParaElMundo';
;;;;;;;;;;;
1,19E+18;,https://twitter.com/MunicipioDeLoja/status/1186761543918243841;,MunicipioDeLoja;,None;,2019-10-22 21:49:35+00:00;0,6;0,8;,@festivaloffloja;,#OFF2019 #FIAVL #LojaParaElMundo;,;",""b'Presentaci\xc3\xb3n oficial de la s\xc3\xa1bana de programaci\xc3\xb3n del #OFF2019 Mi\xc3\xa9rcoles, 23 de octubre de 2019 17h00 Plaza de la Cultura @festivaloffloja #FIAVL #LojaParaElMundo'""";
;;;;;;;;;;;
1,19E+18;,https://twitter.com/CronicaLoja/status/1186668290770386945;,CronicaLoja;,None;,2019-10-22 15:39:02+00:00;0,1;0,1;,;,#Fiavl #MasTuyoQueNunca #TeatroBenjam;,;,b'27 elencos de 12 pa\xc3\xadses participar\xc3\xa1n en el IV #Fiavl #MasTuyoQueNunca. La presentaci\xc3\xb3n de la cartelera se realiz\xc3\xb3 en el #TeatroBenjam\xc3\xadnCarri\xc3\xb3n Conoce los grupos http://bit.ly/IVFiavl';
;;;;;;;;;;;
1,19E+18;,https://twitter.com/MunicipioDeLoja/status/1186432640209084417;,MunicipioDeLoja;,None;,2019-10-22 00:02:38+00:00;0,4;0,8;,;,#FIAVL;,;",""b'Patricio Vallejo, director art\xc3\xadstico del Festival IN, resalta que la IV edici\xc3\xb3n del #FIAVL tendr\xc3\xa1 espect\xc3\xa1culos diversos para todo p\xc3\xbablico. Vendr\xc3\xa1n de Espa\xc3\xb1a, Colombia, Per\xc3\xba, Corea, Uruguay, Suiza, M\xc3\xa9xico, Bolivia y Jap\xc3\xb3n.'""";
;;;;;;;;;;;
1,19E+18;,https://twitter.com/MunicipioDeLoja/status/1186429894844145664;,MunicipioDeLoja;,None;,2019-10-21 23:51:44+00:00;0,3;0,5;,@BailonOficial;,#FIAVL;,;",""b'@BailonOficial Loja abre sus puertas para vivir el m\xc3\xa1s grande evento cultural del pa\xc3\xads y Latinoam\xc3\xa9rica. Durante el #FIAVL se desarrollar\xc3\xa1n m\xc3\xa1s de 280 eventos y estar\xc3\xa1n m\xc3\xa1s de 150 elencos en una programaci\xc3\xb3n diversa de caracter local, nacional e internacional.'""";
;;;;;;;;;;;
1,19E+18;,https://twitter.com/FestivalDeLoja/status/1186427878336012288;,FestivalDeLoja;,None;,2019-10-21 23:43:43+00:00;0,15;0,12;,@VallejoPato;,#ElFestivalLojaM;,;,b'Patricio Vallejo Aristiz\xc3\xa1bal @VallejoPato director art\xc3\xadstico del FIAVL 2019 habla de la gran cantidad de escenarios y artistas que se presentar\xc3\xa1n en el festival que ir\xc3\xa1 del 15 al 24 de noviembre en Loja. #ElFestivalLojaM\xc3\xa1sTuyoqueNunca';
;;;;;;;;;;;
1,19E+18;,https://twitter.com/festivaloffloja/status/1186385950798237697;,festivaloffloja;,None;,2019-10-21 20:57:07+00:00;0,17;0,24;,;,#Fiavl2019 #OffLoja2019 #Fiavl #LojaParaElMundo;,;,b'#Fiavl2019 | Ya llega el Festival Off. Acompa\xc3\xb1anos este mi\xc3\xa9rcoles 23 en el lanzamiento de la Cartelera Oficial Off 2019 y ent\xc3\xa9rate de los incre\xc3\xadbles espect\xc3\xa1culos que se presentar\xc3\xa1n en el presente a\xc3\xb1o. Te esperamos!!! #OffLoja2019 #Fiavl #LojaParaElMundo';
;;;;;;;;;;;
1,19E+18;,https://twitter.com/festivaloffloja/status/1186354576842285057;,festivaloffloja;,None;,2019-10-21 18:52:27+00:00;0,4;0,6;,;,#Fiavl2019 #OffLoja2019 #Fiavl #LojaParaElMundo;,;,b'#Fiavl2019 | Este mi\xc3\xa9rcoles cordialmente invitados al Lanzamiento de la Cartelera Oficial Off 2019. Te esperamos!!! #OffLoja2019 #Fiavl #LojaParaElMundo';
;;;;;;;;;;;
1,19E+18;,https://twitter.com/lodelmomentoloj/status/1186317231858372608;,lodelmomentoloj;,None;,2019-10-21 16:24:03+00:00;0,1;0,2;,;,#Loja #LDMnoticias;,;",""b'#Loja | Hoy desde las 18:00, en el Teatro Nacional Benjam\xc3\xadn Carri\xc3\xb3n Mora, se realiza el lanzamiento oficial del FIAVL 2019. La presentaci\xc3\xb3n del componente Off se realizar\xc3\xa1 este viernes 25 de octubre, con una ceremonia especial en los exteriores del Teatro Bol\xc3\xadvar. #LDMnoticias'""";
;;;;;;;;;;;
1,19E+18;,https://twitter.com/MinturZonal7/status/1186273518993981443;,MinturZonal7;,None;,2019-10-21 13:30:21+00:00;0;0,4;,;,#M;,;",""b'Los invitamos el d\xc3\xada de hoy a conocer todas las novedades que este amor por el arte, trae en noviembre... El FIAVL 2019. #M\xc3\xa1sTuyoQueNunca La entrada es totalmente gratuita.'""";
;;;;;;;;;;;
1,19E+18;,https://twitter.com/festivaloffloja/status/1185230724892430336;,festivaloffloja;,None;,2019-10-18 16:26:39+00:00;0,2;0,4;,;,#Fiavl #OffLoja2019 #LojaParaElMundo #LojanosIlustres;,;,b'\xc2\xbfSab\xc3\xadas Qu\xc3\xa9? - Benjam\xc3\xadn Carri\xc3\xb3n Conoce los datos m\xc3\xa1s relevantes de los Lojanos Ilustres a quienes rendimos homenaje en la IV edici\xc3\xb3n del FIAVL OFF. #Fiavl #OffLoja2019 #LojaParaElMundo #LojanosIlustres';
;;;;;;;;;;;
1,18E+18;,https://twitter.com/GlobalCampUTPL/status/1184979673215852545;,GlobalCampUTPL;,None;,2019-10-17 23:49:04+00:00;0,3;0,11;,@uladech;,#FeriaDeMovilidadUTPL2019 #FIAVL #offloja2019 #MovilidadUTPL;,;,b'Emely Rosales estudiante de intercambio estudiantil de la Titulaci\xc3\xb3n de Contabilidad de la @uladech es la ganadora de sorpresas en la #FeriaDeMovilidadUTPL2019 Gracias tambi\xc3\xa9n a #FIAVL #offloja2019 por el apoyo durante esta jornada de #MovilidadUTPL';
;;;;;;;;;;;
1,18E+18;,https://twitter.com/MunicipioDeLoja/status/1184978409241415682;,MunicipioDeLoja;,None;,2019-10-17 23:44:03+00:00;0,7;0,12;,;,#FIAVL #LojaParaTodos;,;",""b'Presentaci\xc3\xb3n del IV Festival Internacional de Artes Vivas Lunes, 21 de octubre de 2019 18h00 Teatro Benjam\xc3\xadn Carri\xc3\xb3n El #FIAVL m\xc3\xa1s tuyo que nunca Juntos construyamos una #LojaParaTodos'""";
;;;;;;;;;;;
1,18E+18;,https://twitter.com/bfbustamante/status/1184866691228065792;,bfbustamante;,None;,2019-10-17 16:20:07+00:00;0;0,2;,;,#FIAVL #offLoja2019 #FeriaDeMovilidadUTPL2019;,;,b'#FIAVL #offLoja2019 #FeriaDeMovilidadUTPL2019';
;;;;;;;;;;;
1,18E+18;,https://twitter.com/GlobalCampUTPL/status/1184854703676542982;,GlobalCampUTPL;,None;,2019-10-17 15:32:29+00:00;0,6;0,19;,;,#FeriaDeMovilidadUTPL2019 #FIAVL #offloja2019;,;,b'Iniciamos nuestra feria No olvides compartir tus fotos con los hashtag #FeriaDeMovilidadUTPL2019 #FIAVL #offloja2019';
;;;;;;;;;;;
1,18E+18;,https://twitter.com/elvis_amcXD/status/1184850208468934658;,elvis_amcXD;,None;,2019-10-17 15:14:37+00:00;0;0;,;,#FeriaDeMovilidad #UTPL2019 #Fiavl #offloja #UTPLGLOBALCAMPUS;,;,b'#FeriaDeMovilidad #UTPL2019 #Fiavl #offloja #UTPLGLOBALCAMPUS';
;;;;;;;;;;;
1,18E+18;,https://twitter.com/festivaloffloja/status/1184130726905683968;,festivaloffloja;,None;,2019-10-15 15:35:40+00:00;0;0;,@SuperLaserfm;,#Fiavl2019 #OffLoja2019 #Fiavl #LojaParaElMundo;,;,b'#Fiavl2019 | Todos los Martes estaremos en @SuperLaserfm 12h15. Hablando de las actividades a realizarse junto a invitados especiales. #OffLoja2019 #Fiavl #LojaParaElMundo';
;;;;;;;;;;;
